"transcript_id" "Gene_id" "symbol" "Locus_tag"
"888657" "NC_000962.3:c3448426-3447404" 888657 "virS" "Rv3082c"
"888655" "NC_000962.3:3448504-3449991" 888655 "Rv3083" "Rv3083"
"888652" "NC_000962.3:3449997-3450923" 888652 "lipR" "Rv3084"
"888656" "NC_000962.3:3450920-3451750" 888656 "Rv3085" "Rv3085"
"888654" "NC_000962.3:3451781-3452887" 888654 "adhD" "Rv3086"
"888653" "NC_000962.3:3452925-3454343" 888653 "Rv3087" "Rv3087"
"888669" "NC_000962.3:3454340-3455764" 888669 "tgs4" "Rv3088"
"888666" "NC_000962.3:3455761-3457272" 888666 "fadD13" "Rv3089"
"888668" "NC_000962.3:3458211-3459098" 888668 "Rv3090" "Rv3090"
"888665" "NC_000962.3:3459116-3460807" 888665 "Rv3091" "Rv3091"
"888667" "NC_000962.3:c3461734-3460814" 888667 "Rv3092c" "Rv3092c"
"888663" "NC_000962.3:c3462764-3461760" 888663 "Rv3093c" "Rv3093c"
"888661" "NC_000962.3:c3463891-3462761" 888661 "Rv3094c" "Rv3094c"
"888679" "NC_000962.3:3463973-3464449" 888679 "Rv3095" "Rv3095"
"888678" "NC_000962.3:3464547-3465686" 888678 "Rv3096" "Rv3096"
"888677" "NC_000962.3:c3467091-3465778" 888677 "lipY" "Rv3097c"
"14515872" "NC_000962.3:3467606-3467926" 14515872 "Rv3098A" "Rv3098A"
"888676" "NC_000962.3:c3467662-3467210" 888676 "Rv3098c" "Rv3098c"
"888674" "NC_000962.3:c3469264-3468413" 888674 "Rv3099c" "Rv3099c"
"888675" "NC_000962.3:c3469783-3469301" 888675 "smpB" "Rv3100c"
"888673" "NC_000962.3:c3470679-3469786" 888673 "ftsX" "Rv3101c"
"888672" "NC_000962.3:c3471369-3470680" 888672 "ftsE" "Rv3102c"
"888798" "NC_000962.3:c3471850-3471413" 888798 "Rv3103c" "Rv3103c"
"888685" "NC_000962.3:c3472778-3471852" 888685 "Rv3104c" "Rv3104c"
"888820" "NC_000962.3:c3473904-3472768" 888820 "prfB" "Rv3105c"
"888839" "NC_000962.3:3474007-3475377" 888839 "fprA" "Rv3106"
"887657" "NC_000962.3:c3476961-3475378" 887657 "agpS" "Rv3107c"
"888686" "NC_000962.3:3477060-3477500" 888686 "Rv3108" "Rv3108"
"888836" "NC_000962.3:3477649-3478728" 888836 "moaA1" "Rv3109"
"888683" "NC_000962.3:3478779-3479174" 888683 "moaB1" "Rv3110"
"888680" "NC_000962.3:3479171-3479683" 888680 "moaC1" "Rv3111"
"888897" "NC_000962.3:3479700-3479951" 888897 "moaD1" "Rv3112"
"888781" "NC_000962.3:3480074-3480742" 888781 "Rv3113" "Rv3113"
"888779" "NC_000962.3:3480759-3481289" 888779 "Rv3114" "Rv3114"
"888790" "NC_000962.3:3481451-3482698" 888790 "Rv3115" "Rv3115"
"888808" "NC_000962.3:3482776-3483945" 888808 "moeB2" "Rv3116"
"888802" "NC_000962.3:3483974-3484807" 888802 "cysA3" "Rv3117"
"888809" "NC_000962.3:3484809-3485111" 888809 "Rv3118" "Rv3118"
"888811" "NC_000962.3:3485132-3485575" 888811 "moaE1" "Rv3119"
"888828" "NC_000962.3:3485572-3486174" 888828 "Rv3120" "Rv3120"
"887409" "NC_000962.3:3486509-3487711" 887409 "cyp141" "Rv3121"
"888890" "NC_000962.3:3488089-3488559" 888890 "Rv3122" "Rv3122"
"888823" "NC_000962.3:3488569-3489063" 888823 "Rv3123" "Rv3123"
"888825" "NC_000962.3:3489506-3490375" 888825 "moaR1" "Rv3124"
"888892" "NC_000962.3:c3491651-3490476" 888892 "PPE49" "Rv3125c"
"888806" "NC_000962.3:c3492122-3491808" 888806 "Rv3126c" "Rv3126c"
"888850" "NC_000962.3:3492147-3493181" 888850 "Rv3127" "Rv3127"
"886263" "NC_000962.3:c3494181-3493168" 886263 "Rv3128c" "Rv3128c"
"888901" "NC_000962.3:3494538-3494992" 888901 "Rv3129" "Rv3129"
"888841" "NC_000962.3:c3496366-3494975" 888841 "tgs1" "Rv3130c"
"888838" "NC_000962.3:3496551-3497549" 888838 "Rv3131" "Rv3131"
"888829" "NC_000962.3:c3499265-3497529" 888829 "devS" "Rv3132c"
"888842" "NC_000962.3:c3499915-3499262" 888842 "devR" "Rv3133c"
"887558" "NC_000962.3:c3500749-3499943" 887558 "Rv3134c" "Rv3134c"
"888153" "NC_000962.3:3501334-3501732" 888153 "PPE50" "Rv3135"
"888835" "NC_000962.3:3501794-3502936" 888835 "PPE51" "Rv3136"
"14515898" "NC_000962.3:c3503277-3502945" 14515898 "Rv3136A" "Rv3136A"
"888827" "NC_000962.3:3503393-3504175" 888827 "Rv3137" "Rv3137"
"887973" "NC_000962.3:3504195-3505283" 887973 "pflA" "Rv3138"
"887971" "NC_000962.3:3505363-3506769" 887971 "fadE24" "Rv3139"
"887417" "NC_000962.3:3506790-3507995" 887417 "fadE23" "Rv3140"
"888051" "NC_000962.3:3508095-3509066" 888051 "fadB4" "Rv3141"
"887521" "NC_000962.3:c3509546-3509118" 887521 "Rv3142c" "Rv3142c"
"887576" "NC_000962.3:3509654-3510055" 887576 "Rv3143" "Rv3143"
"887930" "NC_000962.3:c3511317-3510088" 887930 "PPE52" "Rv3144c"
"887397" "NC_000962.3:3511682-3512068" 887397 "nuoA" "Rv3145"
"888791" "NC_000962.3:3512077-3512631" 888791 "nuoB" "Rv3146"
"888816" "NC_000962.3:3512628-3513338" 888816 "nuoC" "Rv3147"
"888851" "NC_000962.3:3513338-3514660" 888851 "nuoD" "Rv3148"
"887903" "NC_000962.3:3514657-3515415" 887903 "nuoE" "Rv3149"
"888854" "NC_000962.3:3515412-3516749" 888854 "nuoF" "Rv3150"
"887540" "NC_000962.3:3516746-3519166" 887540 "nuoG" "Rv3151"
"887531" "NC_000962.3:3519282-3520514" 887531 "nuoH" "Rv3152"
"887530" "NC_000962.3:3520507-3521142" 887530 "nuoI" "Rv3153"
"888762" "NC_000962.3:3521139-3521927" 888762 "nuoJ" "Rv3154"
"888764" "NC_000962.3:3521924-3522223" 888764 "nuoK" "Rv3155"
"888063" "NC_000962.3:3522234-3524135" 888063 "nuoL" "Rv3156"
"888765" "NC_000962.3:3524132-3525793" 888765 "nuoM" "Rv3157"
"888780" "NC_000962.3:3525790-3527385" 888780 "nuoN" "Rv3158"
"888794" "NC_000962.3:c3529163-3527391" 888794 "PPE53" "Rv3159c"
"888797" "NC_000962.3:c3529979-3529338" 888797 "Rv3160c" "Rv3160c"
"888800" "NC_000962.3:c3531138-3529990" 888800 "Rv3161c" "Rv3161c"
"888756" "NC_000962.3:c3531645-3531208" 888756 "Rv3162c" "Rv3162c"
"888789" "NC_000962.3:c3532913-3531642" 888789 "Rv3163c" "Rv3163c"
"887658" "NC_000962.3:c3533905-3532943" 887658 "moxR3" "Rv3164c"
"887661" "NC_000962.3:c3534395-3533913" 887661 "Rv3165c" "Rv3165c"
"888750" "NC_000962.3:c3535351-3534392" 888750 "Rv3166c" "Rv3166c"
"888763" "NC_000962.3:c3536057-3535431" 888763 "Rv3167c" "Rv3167c"
"888778" "NC_000962.3:3536102-3537238" 888778 "Rv3168" "Rv3168"
"888774" "NC_000962.3:3537238-3538362" 888774 "Rv3169" "Rv3169"
"888754" "NC_000962.3:3538505-3539851" 888754 "aofH" "Rv3170"
"887293" "NC_000962.3:c3540745-3539846" 887293 "hpx" "Rv3171c"
"888848" "NC_000962.3:c3541364-3540882" 888848 "Rv3172c" "Rv3172c"
"888844" "NC_000962.3:c3542045-3541443" 888844 "Rv3173c" "Rv3173c"
"887989" "NC_000962.3:3542138-3542845" 887989 "Rv3174" "Rv3174"
"887294" "NC_000962.3:3542860-3544347" 887294 "Rv3175" "Rv3175"
"888846" "NC_000962.3:c3545300-3544344" 888846 "mesT" "Rv3176c"
"888766" "NC_000962.3:3545447-3546307" 888766 "Rv3177" "Rv3177"
"888786" "NC_000962.3:3546438-3546797" 888786 "Rv3178" "Rv3178"
"19394684" "NC_000962.3:3547037-3547330" 19394684 "Rv3178a" "Rv3178a"
"887947" "NC_000962.3:3547618-3548907" 887947 "Rv3179" "Rv3179"
"887946" "NC_000962.3:c3549688-3549254" 887946 "Rv3180c" "Rv3180c"
"888787" "NC_000962.3:c3550143-3549691" 888787 "Rv3181c" "Rv3181c"
"888795" "NC_000962.3:3550374-3550718" 888795 "Rv3182" "Rv3182"
"888059" "NC_000962.3:3550715-3551044" 888059 "Rv3183" "Rv3183"
"888103" "NC_000962.3:3554298-3554645" 888103 "Rv3188" "Rv3188"
"888034" "NC_000962.3:3554642-3555262" 888034 "Rv3189" "Rv3189"
"14515873" "NC_000962.3:3556855-3557064" 14515873 "Rv3190A" "Rv3190A"
"888119" "NC_000962.3:c3556687-3555422" 888119 "Rv3190c" "Rv3190c"
"887628" "NC_000962.3:c3558345-3557311" 887628 "Rv3191c" "Rv3191c"
"887899" "NC_000962.3:3559563-3560024" 887899 "Rv3192" "Rv3192"
"888012" "NC_000962.3:c3563172-3560194" 888012 "Rv3193c" "Rv3193c"
"888062" "NC_000962.3:c3564286-3563264" 888062 "Rv3194c" "Rv3194c"
"888900" "NC_000962.3:3564364-3565782" 888900 "Rv3195" "Rv3195"
"888903" "NC_000962.3:3565788-3566687" 888903 "Rv3196" "Rv3196"
"3205082" "NC_000962.3:c3566896-3566696" 3205082 "Rv3196A" "Rv3196A"
"887858" "NC_000962.3:3567024-3568367" 887858 "Rv3197" "Rv3197"
"3205083" "NC_000962.3:c3568679-3568401" 3205083 "whiB7" "Rv3197A"
"3205084" "NC_000962.3:3571335-3571589" 3205084 "Rv3198A" "Rv3198A"
"888902" "NC_000962.3:c3571211-3569109" 888902 "uvrD2" "Rv3198c"
"887860" "NC_000962.3:c3572543-3571602" 887860 "nudC" "Rv3199c"
"887543" "NC_000962.3:c3573669-3572602" 887543 "Rv3200c" "Rv3200c"
"887663" "NC_000962.3:c3577036-3573731" 887663 "Rv3201c" "Rv3201c"
"19394685" "NC_000962.3:3580286-3580495" 19394685 "Rv3202a" "Rv3202a"
"887574" "NC_000962.3:c3580200-3577033" 887574 "Rv3202c" "Rv3202c"
"888133" "NC_000962.3:3580638-3581312" 888133 "lipV" "Rv3203"
"888132" "NC_000962.3:3581315-3581620" 888132 "Rv3204" "Rv3204"
"888877" "NC_000962.3:c3582505-3581627" 888877 "Rv3205c" "Rv3205c"
"888871" "NC_000962.3:c3583710-3582532" 888871 "moeB1" "Rv3206c"
"888874" "NC_000962.3:c3584658-3583801" 888874 "Rv3207c" "Rv3207c"
"887905" "NC_000962.3:3585004-3585690" 887905 "Rv3208" "Rv3208"
"3205107" "NC_000962.3:c3585949-3585677" 3205107 "TB9.4" "Rv3208A"
"888875" "NC_000962.3:3586274-3586834" 888875 "Rv3209" "Rv3209"
"888876" "NC_000962.3:c3587539-3586844" 888876 "Rv3210c" "Rv3210c"
"888840" "NC_000962.3:3587798-3589381" 888840 "rhlE" "Rv3211"
"887931" "NC_000962.3:3589394-3590617" 887931 "Rv3212" "Rv3212"
"888896" "NC_000962.3:c3591492-3590692" 888896 "Rv3213c" "Rv3213c"
"888830" "NC_000962.3:3591646-3592257" 888830 "gpm2" "Rv3214"
"888824" "NC_000962.3:3592254-3593372" 888824 "entC" "Rv3215"
"888845" "NC_000962.3:3593369-3593852" 888845 "Rv3216" "Rv3216"
"888843" "NC_000962.3:c3594235-3593804" 888843 "Rv3217c" "Rv3217c"
"888906" "NC_000962.3:3594468-3595433" 888906 "Rv3218" "Rv3218"
"887980" "NC_000962.3:3595713-3595967" 887980 "whiB1" "Rv3219"
"888801" "NC_000962.3:c3597534-3596029" 888801 "Rv3220c" "Rv3220c"
"3205091" "NC_000962.3:c3598356-3598051" 3205091 "rshA" "Rv3221A"
"888096" "NC_000962.3:c3597766-3597551" 888096 "TB7.3" "Rv3221c"
"887655" "NC_000962.3:c3598904-3598353" 887655 "Rv3222c" "Rv3222c"
"888094" "NC_000962.3:c3599551-3598901" 888094 "sigH" "Rv3223c"
"888852" "NC_000962.3:3599851-3600699" 888852 "Rv3224" "Rv3224"
"888804" "NC_000962.3:c3602440-3601016" 888804 "Rv3225c" "Rv3225c"
"888220" "NC_000962.3:c3603322-3602564" 888220 "Rv3226c" "Rv3226c"
"888753" "NC_000962.3:3603377-3604729" 888753 "aroA" "Rv3227"
"888785" "NC_000962.3:3604726-3605718" 888785 "Rv3228" "Rv3228"
"888821" "NC_000962.3:c3607034-3605751" 888821 "desA3" "Rv3229c"
"888748" "NC_000962.3:c3608254-3607112" 888748 "Rv3230c" "Rv3230c"
"888749" "NC_000962.3:c3608873-3608364" 888749 "Rv3231c" "Rv3231c"
"888760" "NC_000962.3:c3609757-3608870" 888760 "ppk2" "Rv3232c"
"888773" "NC_000962.3:c3610371-3609781" 888773 "Rv3233c" "Rv3233c"
"888767" "NC_000962.3:c3611189-3610374" 888767 "tgs3" "Rv3234c"
"888862" "NC_000962.3:3611300-3611941" 888862 "Rv3235" "Rv3235"
"888861" "NC_000962.3:c3613116-3611959" 888861 "Rv3236c" "Rv3236c"
"888803" "NC_000962.3:c3613603-3613121" 888803 "Rv3237c" "Rv3237c"
"888858" "NC_000962.3:c3614398-3613664" 888858 "Rv3238c" "Rv3238c"
"888856" "NC_000962.3:c3617603-3614457" 888856 "Rv3239c" "Rv3239c"
"888860" "NC_000962.3:c3620531-3617682" 888860 "secA1" "Rv3240c"
"888849" "NC_000962.3:c3621254-3620610" 888849 "Rv3241c" "Rv3241c"
"888757" "NC_000962.3:c3622211-3621570" 888757 "Rv3242c" "Rv3242c"
"888810" "NC_000962.3:c3623091-3622249" 888810 "Rv3243c" "Rv3243c"
"888815" "NC_000962.3:c3624910-3623159" 888815 "lpqB" "Rv3244c"
"888719" "NC_000962.3:c3626613-3624910" 888719 "mtrB" "Rv3245c"
"888743" "NC_000962.3:c3627349-3626663" 888743 "mtrA" "Rv3246c"
"888740" "NC_000962.3:c3628063-3627419" 888740 "tmk" "Rv3247c"
"888746" "NC_000962.3:c3629647-3628160" 888746 "sahH" "Rv3248c"
"888741" "NC_000962.3:c3630387-3629752" 888741 "Rv3249c" "Rv3249c"
"888744" "NC_000962.3:c3630566-3630384" 888744 "rubB" "Rv3250c"
"888747" "NC_000962.3:c3630738-3630571" 888747 "rubA" "Rv3251c"
"888690" "NC_000962.3:c3631988-3630738" 888690 "alkB" "Rv3252c"
"888739" "NC_000962.3:c3633584-3632097" 888739 "Rv3253c" "Rv3253c"
"887237" "NC_000962.3:3633675-3635063" 887237 "Rv3254" "Rv3254"
"888698" "NC_000962.3:c3636267-3635041" 888698 "manA" "Rv3255c"
"888696" "NC_000962.3:c3637315-3636275" 888696 "Rv3256c" "Rv3256c"
"888699" "NC_000962.3:c3638709-3637312" 888699 "pmmA" "Rv3257c"
"888694" "NC_000962.3:c3639302-3638811" 888694 "Rv3258c" "Rv3258c"
"888697" "NC_000962.3:3639425-3639844" 888697 "Rv3259" "Rv3259"
"888687" "NC_000962.3:c3640141-3639872" 888687 "whiB2" "Rv3260c"
"888701" "NC_000962.3:3640543-3641538" 888701 "fbiA" "Rv3261"
"888693" "NC_000962.3:3641535-3642881" 888693 "fbiB" "Rv3262"
"888691" "NC_000962.3:3643177-3644838" 888691 "Rv3263" "Rv3263"
"888715" "NC_000962.3:c3645977-3644898" 888715 "manB" "Rv3264c"
"888714" "NC_000962.3:c3646884-3645979" 888714 "wbbL1" "Rv3265c"
"888704" "NC_000962.3:c3647809-3646895" 888704 "rmlD" "Rv3266c"
"888713" "NC_000962.3:3647885-3649381" 888713 "Rv3267" "Rv3267"
"888703" "NC_000962.3:3649420-3650109" 888703 "Rv3268" "Rv3268"
"888709" "NC_000962.3:3650234-3650515" 888709 "Rv3269" "Rv3269"
"888705" "NC_000962.3:3650526-3652682" 888705 "ctpC" "Rv3270"
"888716" "NC_000962.3:c3653347-3652679" 888716 "Rv3271c" "Rv3271c"
"888702" "NC_000962.3:3653448-3654632" 888702 "Rv3272" "Rv3272"
"888700" "NC_000962.3:3654637-3656931" 888700 "Rv3273" "Rv3273"
"888731" "NC_000962.3:c3658089-3656920" 888731 "fadE25" "Rv3274c"
"888721" "NC_000962.3:c3658638-3658114" 888721 "purE" "Rv3275c"
"888720" "NC_000962.3:c3659924-3658635" 888720 "purK" "Rv3276c"
"888729" "NC_000962.3:3659878-3660696" 888729 "Rv3277" "Rv3277"
"888724" "NC_000962.3:c3661169-3660651" 888724 "Rv3278c" "Rv3278c"
"888726" "NC_000962.3:c3662012-3661212" 888726 "birA" "Rv3279c"
"888725" "NC_000962.3:3662062-3663708" 888725 "accD5" "Rv3280"
"888732" "NC_000962.3:3663689-3664222" 888732 "accE5" "Rv3281"
"888718" "NC_000962.3:3664219-3664887" 888718 "Rv3282" "Rv3282"
"888717" "NC_000962.3:3664928-3665821" 888717 "sseA" "Rv3283"
"887966" "NC_000962.3:3665818-3666249" 887966 "Rv3284" "Rv3284"
"887912" "NC_000962.3:3666357-3668159" 887912 "accA3" "Rv3285"
"888727" "NC_000962.3:c3668954-3668169" 888727 "sigF" "Rv3286c"
"887977" "NC_000962.3:c3669388-3668951" 887977 "rsbW" "Rv3287c"
"888735" "NC_000962.3:c3669999-3669586" 888735 "usfY" "Rv3288c"
"888736" "NC_000962.3:c3670411-3670034" 888736 "Rv3289c" "Rv3289c"
"887904" "NC_000962.3:c3671794-3670445" 887904 "lat" "Rv3290c"
"888728" "NC_000962.3:c3672297-3671845" 888728 "lrpA" "Rv3291c"
"888734" "NC_000962.3:3672328-3673575" 888734 "Rv3292" "Rv3292"
"888733" "NC_000962.3:3673602-3675086" 888733 "pcd" "Rv3293"
"3205051" "NC_000962.3:c3675995-3675186" 3205051 "Rv3294c" "Rv3294c"
"887180" "NC_000962.3:3676066-3676731" 887180 "Rv3295" "Rv3295"
"887503" "NC_000962.3:3676775-3681316" 887503 "lhr" "Rv3296"
"887937" "NC_000962.3:3681320-3682087" 887937 "nei" "Rv3297"
"887984" "NC_000962.3:c3683024-3682110" 887984 "lpqC" "Rv3298c"
"887500" "NC_000962.3:c3685963-3683051" 887500 "atsB" "Rv3299c"
"887958" "NC_000962.3:c3686900-3685983" 887958 "Rv3300c" "Rv3300c"
"887212" "NC_000962.3:c3687577-3686912" 887212 "phoY1" "Rv3301c"
"887211" "NC_000962.3:c3689442-3687685" 887211 "glpD2" "Rv3302c"
"887659" "NC_000962.3:c3690938-3689457" 887659 "lpdA" "Rv3303c"
"887605" "NC_000962.3:3691141-3691620" 887605 "Rv3304" "Rv3304"
"887545" "NC_000962.3:c3692808-3691639" 887545 "amiA1" "Rv3305c"
"887645" "NC_000962.3:c3693989-3692805" 887645 "amiB1" "Rv3306c"
"887542" "NC_000962.3:3694054-3694860" 887542 "deoD" "Rv3307"
"887541" "NC_000962.3:3694864-3696468" 887541 "pmmB" "Rv3308"
"887944" "NC_000962.3:c3697093-3696470" 887944 "upp" "Rv3309c"
"887988" "NC_000962.3:3697198-3698097" 887988 "sapM" "Rv3310"
"887533" "NC_000962.3:3698121-3699383" 887533 "Rv3311" "Rv3311"
"3205113" "NC_000962.3:c3701016-3700705" 3205113 "Rv3312A" "Rv3312A"
"19394686" "NC_000962.3:c3700526-3700356" 19394686 "Rv3312b" "Rv3312b"
"887939" "NC_000962.3:c3700330-3699404" 887939 "Rv3312c" "Rv3312c"
"887994" "NC_000962.3:c3702184-3701087" 887994 "add" "Rv3313c"
"887929" "NC_000962.3:c3703467-3702184" 887929 "deoA" "Rv3314c"
"887975" "NC_000962.3:c3703865-3703464" 887975 "cdd" "Rv3315c"
"887969" "NC_000962.3:3704102-3704440" 887969 "sdhC" "Rv3316"
"887845" "NC_000962.3:3704437-3704871" 887845 "sdhD" "Rv3317"
"887639" "NC_000962.3:3705000-3706772" 887639 "sdhA" "Rv3318"
"887562" "NC_000962.3:3706772-3707563" 887562 "sdhB" "Rv3319"
"887245" "NC_000962.3:c3708070-3707642" 887245 "vapC44" "Rv3320c"
"887577" "NC_000962.3:c3708316-3708074" 887577 "vapB44" "Rv3321c"
"887520" "NC_000962.3:c3709052-3708438" 887520 "Rv3322c" "Rv3322c"
"887578" "NC_000962.3:c3709714-3709049" 887578 "moaX" "Rv3323c"
"3205081" "NC_000962.3:c3710379-3710245" 3205081 "Rv3324A" "Rv3324A"
"887981" "NC_000962.3:c3710248-3709715" 887981 "moaC3" "Rv3324c"
"887965" "NC_000962.3:3711749-3713461" 887965 "Rv3327" "Rv3327"
"887964" "NC_000962.3:c3714332-3713394" 887964 "sigJ" "Rv3328c"
"888028" "NC_000962.3:3714392-3715708" 888028 "Rv3329" "Rv3329"
"887607" "NC_000962.3:3715777-3716994" 887607 "dacB1" "Rv3330"
"887504" "NC_000962.3:3717090-3718598" 887504 "sugI" "Rv3331"
"887518" "NC_000962.3:3718595-3719746" 887518 "nagA" "Rv3332"
"887632" "NC_000962.3:c3720782-3719937" 887632 "Rv3333c" "Rv3333c"
"887593" "NC_000962.3:3721257-3721697" 887593 "Rv3334" "Rv3334"
"888029" "NC_000962.3:c3722600-3721731" 888029 "Rv3335c" "Rv3335c"
"887559" "NC_000962.3:c3723631-3722621" 887559 "trpS" "Rv3336c"
"887556" "NC_000962.3:3723728-3724548" 887556 "Rv3337" "Rv3337"
"888013" "NC_000962.3:c3725844-3724615" 888013 "icd1" "Rv3339c"
"888037" "NC_000962.3:3726127-3727476" 888037 "metC" "Rv3340"
"888030" "NC_000962.3:3727488-3728627" 888030 "metA" "Rv3341"
"888046" "NC_000962.3:3728624-3729355" 888046 "Rv3342" "Rv3342"
"888033" "NC_000962.3:c3736935-3729364" 888033 "PPE54" "Rv3343c"
"888115" "NC_000962.3:c3738000-3736984" 888115 "PE_PGRS49" "Rv3344c"
"888114" "NC_000962.3:c3742774-3738158" 888114 "PE_PGRS50" "Rv3345c"
"888010" "NC_000962.3:c3743455-3743198" 888010 "Rv3346c" "Rv3346c"
"888120" "NC_000962.3:c3753184-3743711" 888120 "PPE55" "Rv3347c"
"888110" "NC_000962.3:3753765-3754256" 888110 "Rv3348" "Rv3348"
"888126" "NC_000962.3:c3755237-3754293" 888126 "Rv3349c" "Rv3349c"
"888113" "NC_000962.3:c3767102-3755952" 888113 "PPE56" "Rv3350c"
"888109" "NC_000962.3:c3768140-3767346" 888109 "Rv3351c" "Rv3351c"
"888104" "NC_000962.3:c3768593-3768222" 888104 "Rv3352c" "Rv3352c"
"888095" "NC_000962.3:c3768996-3768736" 888095 "Rv3353c" "Rv3353c"
"887643" "NC_000962.3:3769111-3769500" 887643 "Rv3354" "Rv3354"
"887660" "NC_000962.3:c3769807-3769514" 887660 "Rv3355c" "Rv3355c"
"888145" "NC_000962.3:c3770649-3769804" 888145 "folD" "Rv3356c"
"888135" "NC_000962.3:3770773-3771048" 888135 "relJ" "Rv3357"
"888139" "NC_000962.3:3771045-3771302" 888139 "relK" "Rv3358"
"887668" "NC_000962.3:3771344-3772534" 887668 "Rv3359" "Rv3359"
"888136" "NC_000962.3:3772651-3773019" 888136 "Rv3360" "Rv3360"
"888130" "NC_000962.3:c3773567-3773016" 888130 "Rv3361c" "Rv3361c"
"888088" "NC_000962.3:c3774155-3773574" 888088 "Rv3362c" "Rv3362c"
"888090" "NC_000962.3:c3774504-3774136" 888090 "Rv3363c" "Rv3363c"
"888085" "NC_000962.3:c3774874-3774482" 888085 "Rv3364c" "Rv3364c"
"887652" "NC_000962.3:c3777501-3774871" 887652 "Rv3365c" "Rv3365c"
"887648" "NC_000962.3:3777737-3778201" 887648 "spoU" "Rv3366"
"887404" "NC_000962.3:3778568-3780334" 887404 "PE_PGRS51" "Rv3367"
"887641" "NC_000962.3:c3780979-3780335" 887641 "Rv3368c" "Rv3368c"
"887669" "NC_000962.3:3780978-3781412" 887669 "Rv3369" "Rv3369"
"887259" "NC_000962.3:c3784740-3781501" 887259 "dnaE2" "Rv3370c"
"888053" "NC_000962.3:3784932-3786272" 888053 "Rv3371" "Rv3371"
"888137" "NC_000962.3:3786314-3787489" 888137 "otsB2" "Rv3372"
"888123" "NC_000962.3:3787726-3788367" 888123 "echA18" "Rv3373"
"888100" "NC_000962.3:3788368-3788616" 888100 "Rv3374" "Rv3374"
"888064" "NC_000962.3:3788621-3790048" 888064 "amiD" "Rv3375"
"888066" "NC_000962.3:3790156-3790809" 888066 "Rv3376" "Rv3376"
"888073" "NC_000962.3:c3792353-3790848" 888073 "Rv3377c" "Rv3377c"
"888075" "NC_000962.3:c3793248-3792358" 888075 "Rv3378c" "Rv3378c"
"888080" "NC_000962.3:c3794867-3793257" 888080 "dxs2" "Rv3379c"
"887953" "NC_000962.3:c3797437-3796448" 887953 "Rv3382c" "Rv3382c"
"887680" "NC_000962.3:c3798489-3797437" 887680 "idsB" "Rv3383c"
"887432" "NC_000962.3:c3799635-3799243" 887432 "vapC46" "Rv3384c"
"887429" "NC_000962.3:c3799943-3799635" 887429 "vapB46" "Rv3385c"
"888044" "NC_000962.3:3800092-3800796" 888044 "Rv3386" "Rv3386"
"887820" "NC_000962.3:3800786-3801463" 887820 "Rv3387" "Rv3387"
"888151" "NC_000962.3:3801653-3803848" 888151 "PE_PGRS52" "Rv3388"
"887923" "NC_000962.3:c3804791-3803919" 887923 "htdY" "Rv3389c"
"887627" "NC_000962.3:3804865-3805575" 887627 "lpqD" "Rv3390"
"887950" "NC_000962.3:3805621-3807573" 887950 "acrA1" "Rv3391"
"887961" "NC_000962.3:c3808437-3807574" 887961 "cmaA1" "Rv3392c"
"887625" "NC_000962.3:3808461-3809387" 887625 "iunH" "Rv3393"
"887945" "NC_000962.3:c3811025-3809442" 887945 "Rv3394c" "Rv3394c"
"3205044" "NC_000962.3:3811719-3812345" 3205044 "Rv3395A" "Rv3395A"
"887960" "NC_000962.3:c3811636-3811022" 887960 "Rv3395c" "Rv3395c"
"887412" "NC_000962.3:c3814078-3812501" 887412 "guaA" "Rv3396c"
"887911" "NC_000962.3:c3814998-3814090" 887911 "phyA" "Rv3397c"
"887919" "NC_000962.3:c3816106-3815027" 887919 "idsA1" "Rv3398c"
"887938" "NC_000962.3:3816129-3817175" 887938 "Rv3399" "Rv3399"
"887918" "NC_000962.3:3817239-3818027" 887918 "Rv3400" "Rv3400"
"887928" "NC_000962.3:3818042-3820402" 887928 "Rv3401" "Rv3401"
"887910" "NC_000962.3:c3821891-3820653" 887910 "Rv3402c" "Rv3402c"
"887907" "NC_000962.3:c3823863-3822262" 887907 "Rv3403c" "Rv3403c"
"887902" "NC_000962.3:c3824584-3823880" 887902 "Rv3404c" "Rv3404c"
"887940" "NC_000962.3:c3825268-3824702" 887940 "Rv3405c" "Rv3405c"
"887955" "NC_000962.3:3825330-3826217" 887955 "Rv3406" "Rv3406"
"887505" "NC_000962.3:3826252-3826551" 887505 "vapB47" "Rv3407"
"887900" "NC_000962.3:3826548-3826958" 887900 "vapC47" "Rv3408"
"887502" "NC_000962.3:c3828727-3826991" 887502 "choD" "Rv3409c"
"887510" "NC_000962.3:c3829910-3828783" 887510 "guaB3" "Rv3410c"
"887498" "NC_000962.3:c3831519-3829930" 887498 "guaB2" "Rv3411c"
"887499" "NC_000962.3:3831726-3832136" 887499 "Rv3412" "Rv3412"
"887925" "NC_000962.3:c3833045-3832146" 887925 "Rv3413c" "Rv3413c"
"887594" "NC_000962.3:c3833676-3833038" 887594 "sigD" "Rv3414c"
"887599" "NC_000962.3:c3834521-3833694" 887599 "Rv3415c" "Rv3415c"
"887598" "NC_000962.3:3834892-3835200" 887598 "whiB3" "Rv3416"
"887877" "NC_000962.3:c3836891-3835272" 887877 "groEL1" "Rv3417c"
"887583" "NC_000962.3:c3837288-3836986" 887583 "groES" "Rv3418c"
